,,,,,,,,,,,dia,BU,
SIN IVA,Año Fecha,Mes Fecha,Fecha,Serie,Área de Negocio,Centro de coste,Uds.,Importe,BU,,,,Total Día
,2025,10  Octubre,10/31/2025,FVR,FACTURAS RECTIFICATIVAS VENTA,,-391.69,"-2,705.66 €",Distribution b2b,,,,
,2025,10  Octubre,10/31/2025,FT1X,Abono tiquet FT1X,,-4.00,-21.82 €,Tasting place,,,,
,2025,10  Octubre,10/31/2025,FVA,ALBARANES DE VENTA,,367.35,"1,124.28 €",Distribution b2b,,,,
,2025,11  Noviembre,11/1/2025,FT1G,Tiquet FT1G,,738.00,"6,223.13 €",Tasting place,,,,
,2025,11  Noviembre,11/1/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,6.00,382.23 €,Juntos boutique,,,,
,2025,11  Noviembre,11/1/2025,FS1T,Factura simplificada FS1T,,129.85,924.42 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/1/2025,JVA,ALBARANES DE VENTA,,2.00,53.02 €,Juntos Products,,,,
,2025,11  Noviembre,11/1/2025,AR3G,Tiquet AR3G,,397.00,"7,032.55 €",Juntos house,,,,
,2025,11  Noviembre,11/2/2025,AR3G,Tiquet AR3G,,305.50,"4,438.00 €",Juntos house,,,,
,2025,11  Noviembre,11/2/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,7.00,270.24 €,Juntos boutique,,,,
,2025,11  Noviembre,11/3/2025,CR1T,Factura simplificada CR1T,,615.90,"3,383.85 €",Picadeli,,,,
,2025,11  Noviembre,11/3/2025,FS1T,Factura simplificada FS1T,,122.36,606.99 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/3/2025,FVA,ALBARANES DE VENTA,,155.00,294.26 €,Distribution b2b,,,,
,2025,11  Noviembre,11/3/2025,FVJ,FACTURA DE VENTA JUNTOS,,0.00,-14.40 €,Distribution b2b,,,,
,2025,11  Noviembre,11/4/2025,FVA,ALBARANES DE VENTA,,171.90,736.75 €,Distribution b2b,,,,
,2025,11  Noviembre,11/4/2025,FT1G,Tiquet FT1G,,171.00,"1,314.62 €",Tasting place,,,,
,2025,11  Noviembre,11/4/2025,FS1T,Factura simplificada FS1T,,162.35,802.67 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/4/2025,FVQ,FACTURA VENTA SERVICIOS,,11.00,289.00 €,Distribution b2b,,,,
,2025,11  Noviembre,11/4/2025,CR1T,Factura simplificada CR1T,,557.24,"3,197.23 €",Picadeli,,,,
,2025,11  Noviembre,11/4/2025,FVJ,FACTURA DE VENTA JUNTOS,,3.00,55.00 €,Distribution b2b,,,,
,2025,11  Noviembre,11/5/2025,AR3F,Factura AR3F,,11.00,146.36 €,Juntos house,,,,
,2025,11  Noviembre,11/5/2025,FT1G,Tiquet FT1G,,234.00,"3,714.76 €",Tasting place,,,,
,2025,11  Noviembre,11/5/2025,CR1T,Factura simplificada CR1T,,"1,129.67","6,083.05 €",Picadeli,,,,
,2025,11  Noviembre,11/5/2025,FS1T,Factura simplificada FS1T,,111.85,677.46 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/5/2025,FVA,ALBARANES DE VENTA,,109.20,335.60 €,Distribution b2b,,,,
,2025,11  Noviembre,11/5/2025,FVR,FACTURAS RECTIFICATIVAS VENTA,,-2.00,-13.64 €,Distribution b2b,,,,
,2025,11  Noviembre,11/5/2025,AR3G,Tiquet AR3G,,176.00,"2,954.18 €",Juntos house,,,,
,2025,11  Noviembre,11/5/2025,AR3X,Abono tiquet AR3X,,-10.00,-146.36 €,Juntos house,,,,
,2025,11  Noviembre,11/5/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,2.00,59.09 €,Juntos boutique,,,,
,2025,11  Noviembre,11/6/2025,FT1G,Tiquet FT1G,,137.00,"1,009.00 €",Tasting place,,,,
,2025,11  Noviembre,11/6/2025,JVF,FACTURAS DE VENTA,,1.00,24.55 €,Juntos Products,,,,
,2025,11  Noviembre,11/6/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,2.00,94.22 €,Juntos boutique,,,,
,2025,11  Noviembre,11/6/2025,FT1X,Abono tiquet FT1X,,-1.00,-6.36 €,Tasting place,,,,
,2025,11  Noviembre,11/6/2025,FVA,ALBARANES DE VENTA,,69.82,253.96 €,Distribution b2b,,,,
,2025,11  Noviembre,11/6/2025,AR3G,Tiquet AR3G,,119.50,"1,903.18 €",Juntos house,,,,
,2025,11  Noviembre,11/6/2025,FS1T,Factura simplificada FS1T,,137.10,908.85 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/7/2025,FT1I,Invitaciones FT1I,,6.00,0.00 €,Tasting place,,,,
,2025,11  Noviembre,11/7/2025,AR3G,Tiquet AR3G,,228.00,"4,267.73 €",Juntos house,,,,
,2025,11  Noviembre,11/7/2025,JVF,FACTURAS DE VENTA,,1.00,19.64 €,Juntos Products,,,,
,2025,11  Noviembre,11/7/2025,CR1F,Factura de venta CR1F,,12.00,72.15 €,Picadeli,,,,
,2025,11  Noviembre,11/7/2025,FS1T,Factura simplificada FS1T,,133.99,797.01 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/7/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,4.00,39.88 €,Juntos boutique,,,,
,2025,11  Noviembre,11/7/2025,CR1T,Factura simplificada CR1T,,594.28,"3,093.88 €",Picadeli,,,,
,2025,11  Noviembre,11/7/2025,FVA,ALBARANES DE VENTA,,240.30,"1,063.72 €",Distribution b2b,,,,
,2025,11  Noviembre,11/7/2025,FT1G,Tiquet FT1G,,115.00,609.98 €,Tasting place,,,,
,2025,11  Noviembre,11/8/2025,FS1T,Factura simplificada FS1T,,64.31,355.73 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/8/2025,FT1G,Tiquet FT1G,,122.00,915.53 €,Tasting place,,,,
,2025,11  Noviembre,11/8/2025,CR1T,Factura simplificada CR1T,,272.16,"1,880.73 €",Picadeli,,,,
,2025,11  Noviembre,11/8/2025,JVF,FACTURAS DE VENTA,,3.00,68.73 €,Juntos Products,,,,
,2025,11  Noviembre,11/8/2025,AR3G,Tiquet AR3G,,218.50,"3,767.00 €",Juntos house,,,,
,2025,11  Noviembre,11/8/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,12.00,393.78 €,Juntos boutique,,,,
,2025,11  Noviembre,11/9/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,20.00,"1,111.56 €",Juntos boutique,,,,
,2025,11  Noviembre,11/9/2025,AR3G,Tiquet AR3G,,399.50,"6,040.09 €",Juntos house,,,,
,2025,11  Noviembre,11/10/2025,JVF,FACTURAS DE VENTA,,1.00,24.55 €,Juntos Products,,,,
,2025,11  Noviembre,11/10/2025,FS1T,Factura simplificada FS1T,,85.74,533.27 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/10/2025,FVA,ALBARANES DE VENTA,,118.41,310.06 €,Distribution b2b,,,,
,2025,11  Noviembre,11/10/2025,JVA,ALBARANES DE VENTA,,10.00,159.50 €,Juntos Products,,,,
,2025,11  Noviembre,11/10/2025,CR1T,Factura simplificada CR1T,,595.95,"3,379.18 €",Picadeli,,,,
,2025,11  Noviembre,11/11/2025,FVA,ALBARANES DE VENTA,,80.70,285.43 €,Distribution b2b,,,,
,2025,11  Noviembre,11/11/2025,JVA,ALBARANES DE VENTA,,37.00,570.29 €,Juntos Products,,,,
,2025,11  Noviembre,11/11/2025,FS1T,Factura simplificada FS1T,,119.30,697.37 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/11/2025,JVF,FACTURAS DE VENTA,,3.00,94.71 €,Juntos Products,,,,
,2025,11  Noviembre,11/11/2025,FT1G,Tiquet FT1G,,111.00,712.35 €,Tasting place,,,,
,2025,11  Noviembre,11/11/2025,CR1T,Factura simplificada CR1T,,549.12,"3,425.52 €",Picadeli,,,,
,2025,11  Noviembre,11/12/2025,JVF,FACTURAS DE VENTA,,2.00,39.27 €,Juntos Products,,,,
,2025,11  Noviembre,11/12/2025,JVA,ALBARANES DE VENTA,,2.00,31.90 €,Juntos Products,,,,
,2025,11  Noviembre,11/12/2025,FVA,ALBARANES DE VENTA,,23.55,99.18 €,Distribution b2b,,,,
,2025,11  Noviembre,11/12/2025,AR3G,Tiquet AR3G,,149.00,"2,190.09 €",Juntos house,,,,
,2025,11  Noviembre,11/12/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,7.00,265.29 €,Juntos boutique,,,,
,2025,11  Noviembre,11/12/2025,FT1G,Tiquet FT1G,,75.00,506.73 €,Tasting place,,,,
,2025,11  Noviembre,11/12/2025,FS1T,Factura simplificada FS1T,,82.09,455.29 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/12/2025,CR1T,Factura simplificada CR1T,,473.74,"3,005.28 €",Picadeli,,,,
,2025,11  Noviembre,11/13/2025,FS1T,Factura simplificada FS1T,,86.34,508.41 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/13/2025,FVA,ALBARANES DE VENTA,,123.40,"1,147.08 €",Distribution b2b,,,,
,2025,11  Noviembre,11/13/2025,FVS,FACTURAS VENTA SIMPLIFICADAS,,7.00,236.36 €,Distribution b2b,,,,
,2025,11  Noviembre,11/13/2025,FT1G,Tiquet FT1G,,70.00,403.89 €,Tasting place,,,,
,2025,11  Noviembre,11/13/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,3.00,153.72 €,Juntos boutique,,,,
,2025,11  Noviembre,11/13/2025,CR1T,Factura simplificada CR1T,,570.50,"3,286.31 €",Picadeli,,,,
,2025,11  Noviembre,11/13/2025,AR3G,Tiquet AR3G,,125.50,"2,505.91 €",Juntos house,,,,
,2025,11  Noviembre,11/13/2025,AR3F,Factura AR3F,,6.00,114.55 €,Juntos house,,,,
,2025,11  Noviembre,11/13/2025,AR3X,Abono tiquet AR3X,,-5.00,-114.55 €,Juntos house,,,,
,2025,11  Noviembre,11/14/2025,AR3G,Tiquet AR3G,,84.50,"1,331.55 €",Juntos house,,,,
,2025,11  Noviembre,11/14/2025,FT1G,Tiquet FT1G,,53.00,493.18 €,Tasting place,,,,
,2025,11  Noviembre,11/14/2025,AR3I,Invitaciones AR3I,,12.00,0.00 €,Juntos house,,,,
,2025,11  Noviembre,11/14/2025,CR1T,Factura simplificada CR1T,,525.02,"2,668.42 €",Picadeli,,,,
,2025,11  Noviembre,11/14/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,3.00,135.53 €,Juntos boutique,,,,
,2025,11  Noviembre,11/14/2025,FS1T,Factura simplificada FS1T,,85.00,418.36 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/14/2025,FVA,ALBARANES DE VENTA,,203.60,953.93 €,Distribution b2b,,,,
,2025,11  Noviembre,11/15/2025,FT1G,Tiquet FT1G,,568.00,"3,539.40 €",Tasting place,,,,
,2025,11  Noviembre,11/15/2025,JVF,FACTURAS DE VENTA,,2.00,44.18 €,Juntos Products,,,,
,2025,11  Noviembre,11/15/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,14.00,321.48 €,Juntos boutique,,,,
,2025,11  Noviembre,11/15/2025,FS1T,Factura simplificada FS1T,,181.39,982.55 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/15/2025,FT1I,Invitaciones FT1I,,5.00,0.00 €,Tasting place,,,,
,2025,11  Noviembre,11/15/2025,AR3G,Tiquet AR3G,,279.50,"4,358.09 €",Juntos house,,,,
,2025,11  Noviembre,11/15/2025,CR1T,Factura simplificada CR1T,,333.30,"1,901.76 €",Picadeli,,,,
,2025,11  Noviembre,11/16/2025,AR3G,Tiquet AR3G,,288.00,"3,656.50 €",Juntos house,,,,
,2025,11  Noviembre,11/16/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,19.00,873.15 €,Juntos boutique,,,,
,2025,11  Noviembre,11/17/2025,JVF,FACTURAS DE VENTA,,2.00,67.31 €,Juntos Products,,,,
,2025,11  Noviembre,11/17/2025,CR1T,Factura simplificada CR1T,,561.97,"3,106.37 €",Picadeli,,,,
,2025,11  Noviembre,11/17/2025,FVS,FACTURAS VENTA SIMPLIFICADAS,,11.10,78.24 €,Distribution b2b,,,,
,2025,11  Noviembre,11/17/2025,FVA,ALBARANES DE VENTA,,114.90,365.68 €,Distribution b2b,,,,
,2025,11  Noviembre,11/17/2025,JVA,ALBARANES DE VENTA,,1.00,15.95 €,Juntos Products,,,,
,2025,11  Noviembre,11/17/2025,FS1T,Factura simplificada FS1T,,166.52,732.53 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/18/2025,FVJ,FACTURA DE VENTA JUNTOS,,120.00,872.73 €,Distribution b2b,,,,
,2025,11  Noviembre,11/18/2025,JVA,ALBARANES DE VENTA,,5.00,79.75 €,Juntos Products,,,,
,2025,11  Noviembre,11/18/2025,FVA,ALBARANES DE VENTA,,209.10,597.92 €,Distribution b2b,,,,
,2025,11  Noviembre,11/18/2025,FT1G,Tiquet FT1G,,155.00,"3,315.47 €",Tasting place,,,,
,2025,11  Noviembre,11/18/2025,FT1X,Abono tiquet FT1X,,-60.00,"-1,800.00 €",Tasting place,,,,
,2025,11  Noviembre,11/18/2025,JVF,FACTURAS DE VENTA,,1.00,45.62 €,Juntos Products,,,,
,2025,11  Noviembre,11/18/2025,FS1T,Factura simplificada FS1T,,71.45,299.97 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/18/2025,CR1T,Factura simplificada CR1T,,575.61,"3,198.85 €",Picadeli,,,,
,2025,11  Noviembre,11/19/2025,FS1F,Factura de venta FS1F,,9.18,44.26 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/19/2025,FS1T,Factura simplificada FS1T,,81.58,562.03 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/19/2025,FVJ,FACTURA DE VENTA JUNTOS,,119.00,"5,805.00 €",Distribution b2b,,,,
,2025,11  Noviembre,11/19/2025,JVA,ALBARANES DE VENTA,,288.00,957.52 €,Juntos Products,,,,
,2025,11  Noviembre,11/19/2025,AR3G,Tiquet AR3G,,70.00,790.91 €,Juntos house,,,,
,2025,11  Noviembre,11/19/2025,FT1G,Tiquet FT1G,,57.00,392.27 €,Tasting place,,,,
,2025,11  Noviembre,11/19/2025,FVA,ALBARANES DE VENTA,,71.60,404.55 €,Distribution b2b,,,,
,2025,11  Noviembre,11/19/2025,CR1T,Factura simplificada CR1T,,516.26,"2,821.30 €",Picadeli,,,,
,2025,11  Noviembre,11/19/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,12.00,423.15 €,Juntos boutique,,,,
,2025,11  Noviembre,11/20/2025,JVF,FACTURAS DE VENTA,,7.00,195.12 €,Juntos Products,,,,
,2025,11  Noviembre,11/20/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,13.00,361.90 €,Juntos boutique,,,,
,2025,11  Noviembre,11/20/2025,AR3G,Tiquet AR3G,,97.00,"1,477.73 €",Juntos house,,,,
,2025,11  Noviembre,11/20/2025,CR1T,Factura simplificada CR1T,,485.63,"2,633.21 €",Picadeli,,,,
,2025,11  Noviembre,11/20/2025,FVA,ALBARANES DE VENTA,,147.00,842.99 €,Distribution b2b,,,,
,2025,11  Noviembre,11/20/2025,FS1T,Factura simplificada FS1T,,109.11,755.89 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/20/2025,FT1G,Tiquet FT1G,,87.00,567.91 €,Tasting place,,,,
,2025,11  Noviembre,11/20/2025,AR3I,Invitaciones AR3I,,19.00,0.00 €,Juntos house,,,,
,2025,11  Noviembre,11/21/2025,JVF,FACTURAS DE VENTA,,1.00,24.55 €,Juntos Products,,,,
,2025,11  Noviembre,11/21/2025,FS1T,Factura simplificada FS1T,,102.89,545.24 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/21/2025,CR1T,Factura simplificada CR1T,,576.38,"2,919.60 €",Picadeli,,,,
,2025,11  Noviembre,11/21/2025,FVS,FACTURAS VENTA SIMPLIFICADAS,,0.70,6.73 €,Distribution b2b,,,,
,2025,11  Noviembre,11/21/2025,AR3G,Tiquet AR3G,,140.50,"3,085.64 €",Juntos house,,,,
,2025,11  Noviembre,11/21/2025,JVA,ALBARANES DE VENTA,,15.00,239.25 €,Juntos Products,,,,
,2025,11  Noviembre,11/21/2025,FVA,ALBARANES DE VENTA,,204.30,877.24 €,Distribution b2b,,,,
,2025,11  Noviembre,11/21/2025,FT1F,Factura FT1F,,6.00,29.82 €,Tasting place,,,,
,2025,11  Noviembre,11/21/2025,FT1G,Tiquet FT1G,,45.00,352.31 €,Tasting place,,,,
,2025,11  Noviembre,11/22/2025,FS1T,Factura simplificada FS1T,,125.67,814.98 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/22/2025,FT1G,Tiquet FT1G,,248.00,"1,415.22 €",Tasting place,,,,
,2025,11  Noviembre,11/22/2025,AR3G,Tiquet AR3G,,180.50,"2,668.82 €",Juntos house,,,,
,2025,11  Noviembre,11/22/2025,CR1T,Factura simplificada CR1T,,328.47,"1,876.28 €",Picadeli,,,,
,2025,11  Noviembre,11/22/2025,JVF,FACTURAS DE VENTA,,1.00,24.55 €,Juntos Products,,,,
,2025,11  Noviembre,11/22/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,11.00,282.70 €,Juntos boutique,,,,
,2025,11  Noviembre,11/23/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,19.00,567.60 €,Juntos boutique,,,,
,2025,11  Noviembre,11/23/2025,AR3G,Tiquet AR3G,,352.50,"5,002.00 €",Juntos house,,,,
,2025,11  Noviembre,11/24/2025,JVA,ALBARANES DE VENTA,,1.00,15.95 €,Juntos Products,,,,
,2025,11  Noviembre,11/24/2025,FS1T,Factura simplificada FS1T,,80.25,486.98 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/24/2025,FVA,ALBARANES DE VENTA,,142.20,353.10 €,Distribution b2b,,,,
,2025,11  Noviembre,11/24/2025,CR1T,Factura simplificada CR1T,,537.97,"2,896.60 €",Picadeli,,,,
,2025,11  Noviembre,11/25/2025,CR1T,Factura simplificada CR1T,,493.42,"2,795.36 €",Picadeli,,,,
,2025,11  Noviembre,11/25/2025,JVA,ALBARANES DE VENTA,,3.00,47.85 €,Juntos Products,,,,
,2025,11  Noviembre,11/25/2025,FVA,ALBARANES DE VENTA,,219.95,725.08 €,Distribution b2b,,,,
,2025,11  Noviembre,11/25/2025,FS1F,Factura de venta FS1F,,5.24,64.81 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/25/2025,FT1G,Tiquet FT1G,,182.00,"1,523.00 €",Tasting place,,,,
,2025,11  Noviembre,11/25/2025,FVM,FACTURAS DE VENTA MERCADOS,,51.00,474.95 €,Distribution b2b,,,,
,2025,11  Noviembre,11/25/2025,FVJ,FACTURA DE VENTA JUNTOS,,2.00,240.00 €,Distribution b2b,,,,
,2025,11  Noviembre,11/25/2025,FS1T,Factura simplificada FS1T,,65.20,439.52 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/25/2025,FT1F,Factura FT1F,,2.00,27.27 €,Tasting place,,,,
,2025,11  Noviembre,11/26/2025,FVA,ALBARANES DE VENTA,,83.00,353.80 €,Distribution b2b,,,,
,2025,11  Noviembre,11/26/2025,FT1G,Tiquet FT1G,,76.00,541.45 €,Tasting place,,,,
,2025,11  Noviembre,11/26/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,1.00,7.52 €,Juntos boutique,,,,
,2025,11  Noviembre,11/26/2025,CR1T,Factura simplificada CR1T,,512.95,"2,958.28 €",Picadeli,,,,
,2025,11  Noviembre,11/26/2025,FS1T,Factura simplificada FS1T,,53.67,256.88 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/27/2025,FVA,ALBARANES DE VENTA,,51.40,213.48 €,Distribution b2b,,,,
,2025,11  Noviembre,11/27/2025,AR3G,Tiquet AR3G,,126.00,"1,901.55 €",Juntos house,,,,
,2025,11  Noviembre,11/27/2025,FT1G,Tiquet FT1G,,97.00,557.29 €,Tasting place,,,,
,2025,11  Noviembre,11/27/2025,CR1T,Factura simplificada CR1T,,477.90,"2,210.47 €",Picadeli,,,,
,2025,11  Noviembre,11/27/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,1.00,103.14 €,Juntos boutique,,,,
,2025,11  Noviembre,11/27/2025,FS1T,Factura simplificada FS1T,,81.92,463.18 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/27/2025,FVE,FACTURAS DE VENTA EVENTOS,,39.00,"1,950.00 €",Tasting place,,,,
,2025,11  Noviembre,11/27/2025,FVS,FACTURAS VENTA SIMPLIFICADAS,,7.20,65.45 €,Distribution b2b,,,,
,2025,11  Noviembre,11/28/2025,AR3G,Tiquet AR3G,,93.00,"1,438.73 €",Juntos house,,,,
,2025,11  Noviembre,11/28/2025,JVF,FACTURAS DE VENTA,,2.00,81.57 €,Juntos Products,,,,
,2025,11  Noviembre,11/28/2025,FT1I,Invitaciones FT1I,,1.00,0.00 €,Tasting place,,,,
,2025,11  Noviembre,11/28/2025,FVA,ALBARANES DE VENTA,,133.00,555.54 €,Distribution b2b,,,,
,2025,11  Noviembre,11/28/2025,FT1G,Tiquet FT1G,,129.00,776.36 €,Tasting place,,,,
,2025,11  Noviembre,11/28/2025,FS1F,Factura de venta FS1F,,3.65,8.87 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/28/2025,CR1T,Factura simplificada CR1T,,537.12,"2,660.41 €",Picadeli,,,,
,2025,11  Noviembre,11/28/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,2.00,154.55 €,Juntos boutique,,,,
,2025,11  Noviembre,11/28/2025,FS1T,Factura simplificada FS1T,,64.66,621.54 €,Juntos farm shop,,,,
,2025,11  Noviembre,11/29/2025,FT1G,Tiquet FT1G,,348.00,"2,989.45 €",Tasting place,,,,
,2025,11  Noviembre,11/29/2025,FS1T,Factura simplificada FS1T,,280.48,"2,585.18 €",Juntos farm shop,,,,
,2025,11  Noviembre,11/29/2025,AR3G,Tiquet AR3G,,166.00,"2,303.27 €",Juntos house,,,,
,2025,11  Noviembre,11/29/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,2.00,123.97 €,Juntos boutique,,,,
,2025,11  Noviembre,11/29/2025,FVE,FACTURAS DE VENTA EVENTOS,,1.00,125.00 €,Tasting place,,,,
,2025,11  Noviembre,11/29/2025,CR1T,Factura simplificada CR1T,,260.63,"1,426.01 €",Picadeli,,,,
,2025,11  Noviembre,11/30/2025,FVT,FACTURAS VENTA TASTING,,147.50,958.82 €,Distribution b2b,,,,
,2025,11  Noviembre,11/30/2025,CVF,FACTURAS DE VENTA,,122.29,694.44 €,Picadeli,,,,
,2025,11  Noviembre,11/30/2025,FVA,ALBARANES DE VENTA,,-2.50,-20.74 €,Distribution b2b,,,,
,2025,11  Noviembre,11/30/2025,CVR,FACTURAS DE ABONO DE VENTA,,-122.29,-694.44 €,Picadeli,,,,
,2025,11  Noviembre,11/30/2025,AR3G,Tiquet AR3G,,251.00,"3,248.91 €",Juntos house,,,,
,2025,11  Noviembre,11/30/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,5.00,123.14 €,Juntos boutique,,,,
,2025,11  Noviembre,11/30/2025,JVF,FACTURAS DE VENTA,,1.00,21.49 €,Juntos Products,,,,
,2025,11  Noviembre,11/30/2025,FVR,FACTURAS RECTIFICATIVAS VENTA,,-147.50,-958.84 €,Distribution b2b,,,,
,2025,11  Noviembre,11/30/2025,AR3F,Factura AR3F,,19.00,399.09 €,Juntos house,,,,
,2025,11  Noviembre,11/30/2025,AR3I,Invitaciones AR3I,,55.00,0.00 €,Juntos house,,,,
,2025,11  Noviembre,11/30/2025,AR3X,Abono tiquet AR3X,,-18.00,-399.09 €,Juntos house,,,,
,2025,12  Diciembre,12/1/2025,CR1T,Factura simplificada CR1T,,525.58,"2,706.20 €",Picadeli,,,,
,2025,12  Diciembre,12/1/2025,FS1T,Factura simplificada FS1T,,45.93,244.13 €,Juntos farm shop,,,,
,2025,12  Diciembre,12/1/2025,FVA,ALBARANES DE VENTA,,139.60,594.55 €,Distribution b2b,,,,
,2025,12  Diciembre,12/2/2025,FT1F,Factura FT1F,,4.00,31.64 €,Tasting place,,,,
,2025,12  Diciembre,12/2/2025,FT1G,Tiquet FT1G,,62.00,403.38 €,Tasting place,,,,
,2025,12  Diciembre,12/2/2025,FVA,ALBARANES DE VENTA,,112.35,346.02 €,Distribution b2b,,,,
,2025,12  Diciembre,12/2/2025,CR1T,Factura simplificada CR1T,,467.28,"2,299.25 €",Picadeli,,,,
,2025,12  Diciembre,12/2/2025,JVA,ALBARANES DE VENTA,,10.00,159.50 €,Juntos Products,,,,
,2025,12  Diciembre,12/2/2025,FS1T,Factura simplificada FS1T,,-71.72,410.46 €,Juntos farm shop,,,,
,2025,12  Diciembre,12/3/2025,FVA,ALBARANES DE VENTA,,51.80,183.76 €,Distribution b2b,,,,
,2025,12  Diciembre,12/3/2025,CR1T,Factura simplificada CR1T,,543.08,"2,876.27 €",Picadeli,,,,
,2025,12  Diciembre,12/3/2025,FS1T,Factura simplificada FS1T,,71.72,374.79 €,Juntos farm shop,,,,
,2025,12  Diciembre,12/3/2025,FT1G,Tiquet FT1G,,53.00,296.75 €,Tasting place,,,,
,2025,12  Diciembre,12/4/2025,CR1T,Factura simplificada CR1T,,469.41,"2,597.83 €",Picadeli,,,,
,2025,12  Diciembre,12/4/2025,JVF,FACTURAS DE VENTA,,1.00,24.55 €,Juntos Products,,,,
,2025,12  Diciembre,12/4/2025,FVA,ALBARANES DE VENTA,,121.80,332.63 €,Distribution b2b,,,,
,2025,12  Diciembre,12/4/2025,FS1T,Factura simplificada FS1T,,66.08,625.77 €,Juntos farm shop,,,,
,2025,12  Diciembre,12/4/2025,FT1G,Tiquet FT1G,,54.00,344.93 €,Tasting place,,,,
,2025,12  Diciembre,12/4/2025,AR3G,Tiquet AR3G,,29.00,359.09 €,Juntos house,,,,
,2025,12  Diciembre,12/5/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,3.00,75.54 €,Juntos boutique,,,,
,2025,12  Diciembre,12/5/2025,FS1T,Factura simplificada FS1T,,87.82,515.15 €,Juntos farm shop,,,,
,2025,12  Diciembre,12/5/2025,AR3G,Tiquet AR3G,,46.50,619.91 €,Juntos house,,,,
,2025,12  Diciembre,12/5/2025,JVF,FACTURAS DE VENTA,,1.00,57.02 €,Juntos Products,,,,
,2025,12  Diciembre,12/5/2025,FT1G,Tiquet FT1G,,53.00,368.36 €,Tasting place,,,,
,2025,12  Diciembre,12/5/2025,CR1T,Factura simplificada CR1T,,401.30,"2,223.38 €",Picadeli,,,,
,2025,12  Diciembre,12/5/2025,FVA,ALBARANES DE VENTA,,164.70,798.19 €,Distribution b2b,,,,
,2025,12  Diciembre,12/5/2025,FVJ,FACTURA DE VENTA JUNTOS,,14.00,547.31 €,Distribution b2b,,,,
,2025,12  Diciembre,12/6/2025,AR3G,Tiquet AR3G,,158.50,"2,253.86 €",Juntos house,,,,
,2025,12  Diciembre,12/6/2025,CR1T,Factura simplificada CR1T,,234.39,"1,228.04 €",Picadeli,,,,
,2025,12  Diciembre,12/6/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,4.00,150.42 €,Juntos boutique,,,,
,2025,12  Diciembre,12/6/2025,FS1T,Factura simplificada FS1T,,125.06,748.78 €,Juntos farm shop,,,,
,2025,12  Diciembre,12/6/2025,FT1G,Tiquet FT1G,,463.00,"4,132.25 €",Tasting place,,,,
,2025,12  Diciembre,12/7/2025,AR3G,Tiquet AR3G,,135.00,"1,637.68 €",Juntos house,,,,
,2025,12  Diciembre,12/7/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,11.00,294.21 €,Juntos boutique,,,,
,2025,12  Diciembre,12/8/2025,CR1T,Factura simplificada CR1T,,301.79,"1,769.58 €",Picadeli,,,,
