,,,,,,,,,,,dia,BU,
SIN IVA,Año Fecha,Mes Fecha,Fecha,Serie,Área de Negocio,Centro de coste,Uds.,Importe,BU,,,,Total Día
,2024,11  Noviembre,11/2/2024,FS1T,Factura simplificada FS1T,,158.09,"1,004.77 €",Juntos farm shop,,2/10/2025,Juntos Products,70
,2024,11  Noviembre,11/2/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,7.00,197.03 €,Juntos boutique,,2/10/2025,Picadeli,3217
,2024,11  Noviembre,11/2/2024,AVF,FACTURAS DE VENTA,,5.00,227.27 €,Juntos house,,2/11/2025,Distribution b2b,777
,2024,11  Noviembre,11/3/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,5.00,149.23 €,Juntos boutique,,2/11/2025,Juntos Products,196
,2024,11  Noviembre,11/3/2024,AR3G,Tiquet AR3G,,181.00,"2,242.18 €",Juntos house,,2/11/2025,Juntos farm shop,260
,2024,11  Noviembre,11/4/2024,CR1T,Factura simplificada CR1T,,444.99,"2,628.31 €",Picadeli,,2/11/2025,Picadeli,2361
,2024,11  Noviembre,11/4/2024,FVA,ALBARANES DE VENTA,,74.10,202.34 €,Distribution b2b,,2/11/2025,Tasting place,191
,2024,11  Noviembre,11/5/2024,FVA,ALBARANES DE VENTA,,270.45,638.72 €,Distribution b2b,,2/12/2025,Juntos house,2985
,2024,11  Noviembre,11/5/2024,CR1T,Factura simplificada CR1T,,438.86,"2,501.31 €",Picadeli,,2/12/2025,Picadeli,2468
,2024,11  Noviembre,11/5/2024,FS1T,Factura simplificada FS1T,,32.94,347.65 €,Juntos farm shop,,2/12/2025,Tasting place,642
,2024,11  Noviembre,11/5/2024,FT1G,Tiquet FT1G,,57.00,497.67 €,Tasting place,,2/13/2025,Distribution b2b,395
,2024,11  Noviembre,11/6/2024,JVM,FACTURA DE VENTA MERCADO,,2.00,42.98 €,Juntos Products,,2/13/2025,Juntos farm shop,413
,2024,11  Noviembre,11/6/2024,FVM,FACTURAS DE VENTA MERCADOS,,27.00,168.23 €,Distribution b2b,,2/13/2025,Juntos house,3078
,2024,11  Noviembre,11/6/2024,FVA,ALBARANES DE VENTA,,97.30,"2,363.65 €",Distribution b2b,,2/13/2025,Picadeli,2856
,2024,11  Noviembre,11/6/2024,JVF,FACTURAS DE VENTA,,2.00,37.25 €,Juntos Products,,2/13/2025,Tasting place,620
,2024,11  Noviembre,11/6/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,2.00,45.45 €,Juntos boutique,,2/14/2025,Distribution b2b,833
,2024,11  Noviembre,11/6/2024,FS1T,Factura simplificada FS1T,,63.11,418.01 €,Juntos farm shop,,2/14/2025,Juntos Products,20
,2024,11  Noviembre,11/6/2024,AR3G,Tiquet AR3G,,240.00,"3,226.09 €",Juntos house,,2/14/2025,Juntos farm shop,215
,2024,11  Noviembre,11/6/2024,FT1X,Abono tiquet FT1X,,-6.00,-36.36 €,Tasting place,,2/14/2025,Juntos house,6618
,2024,11  Noviembre,11/6/2024,FT1G,Tiquet FT1G,,38.00,273.64 €,Tasting place,,2/14/2025,Picadeli,2291
,2024,11  Noviembre,11/6/2024,FVJ,FACTURA DE VENTA JUNTOS,,8.70,113.82 €,Distribution b2b,,2/14/2025,Tasting place,193
,2024,11  Noviembre,11/6/2024,JVA,ALBARANES DE VENTA,,6.00,90.00 €,Juntos Products,,2/15/2025,Distribution b2b,1972
,2024,11  Noviembre,11/6/2024,CR1T,Factura simplificada CR1T,,424.14,"2,465.71 €",Picadeli,,2/15/2025,Juntos Products,20
,2024,11  Noviembre,11/7/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,1.00,20.41 €,Juntos boutique,,2/15/2025,Juntos farm shop,1408
,2024,11  Noviembre,11/7/2024,FT1G,Tiquet FT1G,,43.00,332.00 €,Tasting place,,2/15/2025,Juntos house,7368
,2024,11  Noviembre,11/7/2024,CR1T,Factura simplificada CR1T,,348.24,"2,118.67 €",Picadeli,,2/15/2025,Picadeli,1368
,2024,11  Noviembre,11/7/2024,FT1X,Abono tiquet FT1X,,-7.00,-59.09 €,Tasting place,,2/15/2025,Tasting place,1711
,2024,11  Noviembre,11/7/2024,FS1T,Factura simplificada FS1T,,48.95,349.16 €,Juntos farm shop,,2/16/2025,Juntos house,5022
,2024,11  Noviembre,11/7/2024,FVA,ALBARANES DE VENTA,,201.65,481.15 €,Distribution b2b,,2/17/2025,Distribution b2b,296
,2024,11  Noviembre,11/7/2024,AR3G,Tiquet AR3G,,113.50,"1,657.00 €",Juntos house,,2/17/2025,Picadeli,3127
,2024,11  Noviembre,11/8/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,7.00,148.68 €,Juntos boutique,,2/18/2025,Distribution b2b,669
,2024,11  Noviembre,11/8/2024,AR3X,Abono tiquet AR3X,,-23.00,-428.18 €,Juntos house,,2/18/2025,Juntos farm shop,306
,2024,11  Noviembre,11/8/2024,FT1G,Tiquet FT1G,,30.00,153.45 €,Tasting place,,2/18/2025,Picadeli,2787
,2024,11  Noviembre,11/8/2024,FVA,ALBARANES DE VENTA,,210.64,487.90 €,Distribution b2b,,2/18/2025,Tasting place,503
,2024,11  Noviembre,11/8/2024,CR1T,Factura simplificada CR1T,,505.40,"2,785.22 €",Picadeli,,2/19/2025,Distribution b2b,689
,2024,11  Noviembre,11/8/2024,FS1T,Factura simplificada FS1T,,30.14,185.95 €,Juntos farm shop,,2/19/2025,Juntos Products,310
,2024,11  Noviembre,11/8/2024,AR3G,Tiquet AR3G,,185.00,"3,261.82 €",Juntos house,,2/19/2025,Juntos farm shop,193
,2024,11  Noviembre,11/8/2024,CVR,FACTURAS DE ABONO DE VENTA,,-1.00,-13.64 €,Picadeli,,2/19/2025,Juntos house,5287
,2024,11  Noviembre,11/8/2024,AR3F,Factura AR3F,,24.00,428.18 €,Juntos house,,2/19/2025,Picadeli,2594
,2024,11  Noviembre,11/9/2024,FS1T,Factura simplificada FS1T,,121.83,870.03 €,Juntos farm shop,,2/19/2025,Tasting place,361
,2024,11  Noviembre,11/9/2024,FVA,ALBARANES DE VENTA,,33.70,54.72 €,Distribution b2b,,2/20/2025,Distribution b2b,937
,2024,11  Noviembre,11/9/2024,CR1T,Factura simplificada CR1T,,277.99,"1,944.23 €",Picadeli,,2/20/2025,Juntos Products,36
,2024,11  Noviembre,11/9/2024,JVF,FACTURAS DE VENTA,,2.00,37.25 €,Juntos Products,,2/20/2025,Juntos farm shop,415
,2024,11  Noviembre,11/9/2024,FVM,FACTURAS DE VENTA MERCADOS,,83.73,"1,055.52 €",Distribution b2b,,2/20/2025,Juntos house,5559
,2024,11  Noviembre,11/9/2024,AR3G,Tiquet AR3G,,297.50,"5,175.45 €",Juntos house,,2/20/2025,Picadeli,2748
,2024,11  Noviembre,11/9/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,6.00,221.48 €,Juntos boutique,,2/20/2025,Tasting place,747
,2024,11  Noviembre,11/9/2024,FT1G,Tiquet FT1G,,132.00,"1,152.67 €",Tasting place,,2/21/2025,Distribution b2b,580
,2024,11  Noviembre,11/9/2024,JVM,FACTURA DE VENTA MERCADO,,6.00,159.50 €,Juntos Products,,2/21/2025,Juntos Products,61
,2024,11  Noviembre,11/9/2024,FT1X,Abono tiquet FT1X,,-5.00,-86.36 €,Tasting place,,2/21/2025,Juntos farm shop,329
,2024,11  Noviembre,11/10/2024,AR3G,Tiquet AR3G,,319.50,"4,653.93 €",Juntos house,,2/21/2025,Juntos house,2932
,2024,11  Noviembre,11/10/2024,FVM,FACTURAS DE VENTA MERCADOS,,40.22,192.67 €,Distribution b2b,,2/21/2025,Picadeli,2599
,2024,11  Noviembre,11/10/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,25.00,844.35 €,Juntos boutique,,2/21/2025,Tasting place,254
,2024,11  Noviembre,11/11/2024,FVA,ALBARANES DE VENTA,,98.20,257.95 €,Distribution b2b,,2/22/2025,Distribution b2b,1192
,2024,11  Noviembre,11/11/2024,CR1T,Factura simplificada CR1T,,433.35,"2,696.36 €",Picadeli,,2/22/2025,Juntos Products,148
,2024,11  Noviembre,11/12/2024,FS1T,Factura simplificada FS1T,,33.12,281.69 €,Juntos farm shop,,2/22/2025,Juntos farm shop,1280
,2024,11  Noviembre,11/12/2024,FT1G,Tiquet FT1G,,23.00,124.55 €,Tasting place,,2/22/2025,Juntos house,5721
,2024,11  Noviembre,11/12/2024,FVA,ALBARANES DE VENTA,,208.56,468.74 €,Distribution b2b,,2/22/2025,Picadeli,1432
,2024,11  Noviembre,11/12/2024,CR1T,Factura simplificada CR1T,,366.06,"2,403.17 €",Picadeli,,2/22/2025,Tasting place,1584
,2024,11  Noviembre,11/13/2024,JVF,FACTURAS DE VENTA,,3.00,100.00 €,Juntos Products,,2/23/2025,Juntos house,4254
,2024,11  Noviembre,11/13/2024,FVM,FACTURAS DE VENTA MERCADOS,,15.29,51.93 €,Distribution b2b,,2/24/2025,Distribution b2b,196
,2024,11  Noviembre,11/13/2024,AR3G,Tiquet AR3G,,172.00,"3,025.55 €",Juntos house,,2/24/2025,Picadeli,2258
,2024,11  Noviembre,11/13/2024,FVA,ALBARANES DE VENTA,,111.66,283.51 €,Distribution b2b,,2/25/2025,Distribution b2b,380
,2024,11  Noviembre,11/13/2024,CR1T,Factura simplificada CR1T,,471.63,"2,518.20 €",Picadeli,,2/25/2025,Juntos Products,380
,2024,11  Noviembre,11/13/2024,FT1G,Tiquet FT1G,,38.00,262.73 €,Tasting place,,2/25/2025,Juntos farm shop,236
,2024,11  Noviembre,11/13/2024,FS1T,Factura simplificada FS1T,,59.90,413.91 €,Juntos farm shop,,2/25/2025,Picadeli,1712
,2024,11  Noviembre,11/14/2024,AR3I,Invitaciones AR3I,,4.00,0.00 €,Juntos house,,2/25/2025,Tasting place,248
,2024,11  Noviembre,11/14/2024,CR1T,Factura simplificada CR1T,,417.02,"2,324.42 €",Picadeli,,2/26/2025,Distribution b2b,547
,2024,11  Noviembre,11/14/2024,FT1G,Tiquet FT1G,,45.00,270.58 €,Tasting place,,2/26/2025,Juntos Products,140
,2024,11  Noviembre,11/14/2024,FS1T,Factura simplificada FS1T,,23.18,208.67 €,Juntos farm shop,,2/26/2025,Juntos farm shop,170
,2024,11  Noviembre,11/14/2024,JVF,FACTURAS DE VENTA,,4.00,78.58 €,Juntos Products,,2/26/2025,Juntos house,3440
,2024,11  Noviembre,11/14/2024,AR3G,Tiquet AR3G,,80.50,"1,151.00 €",Juntos house,,2/26/2025,Picadeli,1642
,2024,11  Noviembre,11/14/2024,FVA,ALBARANES DE VENTA,,97.20,247.97 €,Distribution b2b,,2/26/2025,Tasting place,330
,2024,11  Noviembre,11/15/2024,FS1T,Factura simplificada FS1T,,43.24,298.65 €,Juntos farm shop,,2/27/2025,Distribution b2b,362
,2024,11  Noviembre,11/15/2024,FT1G,Tiquet FT1G,,25.00,561.00 €,Tasting place,,2/27/2025,Juntos Products,34
,2024,11  Noviembre,11/15/2024,CR1T,Factura simplificada CR1T,,446.69,"2,333.04 €",Picadeli,,2/27/2025,Juntos farm shop,455
,2024,11  Noviembre,11/15/2024,FVA,ALBARANES DE VENTA,,170.00,429.27 €,Distribution b2b,,2/27/2025,Juntos house,2525
,2024,11  Noviembre,11/15/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,5.00,146.77 €,Juntos boutique,,2/27/2025,Picadeli,2095
,2024,11  Noviembre,11/15/2024,AR3G,Tiquet AR3G,,167.50,"2,988.73 €",Juntos house,,2/27/2025,Tasting place,379
,2024,11  Noviembre,11/16/2024,FVM,FACTURAS DE VENTA MERCADOS,,165.40,"2,215.08 €",Distribution b2b,,2/28/2025,Distribution b2b,1673
,2024,11  Noviembre,11/16/2024,FT1X,Abono tiquet FT1X,,-3.00,-51.82 €,Tasting place,,2/28/2025,Juntos Products,141
,2024,11  Noviembre,11/16/2024,FT1G,Tiquet FT1G,,212.00,"1,892.25 €",Tasting place,,2/28/2025,Juntos farm shop,304
,2024,11  Noviembre,11/16/2024,JVM,FACTURA DE VENTA MERCADO,,1.00,21.49 €,Juntos Products,,2/28/2025,Juntos house,3259
,2024,11  Noviembre,11/16/2024,FS1T,Factura simplificada FS1T,,157.15,"1,005.52 €",Juntos farm shop,,2/28/2025,Picadeli,2225
,2024,11  Noviembre,11/16/2024,CR1T,Factura simplificada CR1T,,249.62,"1,890.23 €",Picadeli,,2/28/2025,Tasting place,699
,2024,11  Noviembre,11/16/2024,AR3G,Tiquet AR3G,,166.00,"2,836.74 €",Juntos house,,3/1/2025,Distribution b2b,475
,2024,11  Noviembre,11/17/2024,AR3G,Tiquet AR3G,,335.00,"5,682.39 €",Juntos house,,3/1/2025,Juntos farm shop,600
,2024,11  Noviembre,11/17/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,7.00,172.56 €,Juntos boutique,,3/1/2025,Juntos house,4779
,2024,11  Noviembre,11/18/2024,FVJ,FACTURA DE VENTA JUNTOS,,-297.00,-518.40 €,Distribution b2b,,3/1/2025,Picadeli,1411
,2024,11  Noviembre,11/18/2024,CR1T,Factura simplificada CR1T,,522.53,"3,433.55 €",Picadeli,,3/1/2025,Tasting place,1200
,2024,11  Noviembre,11/18/2024,FVA,ALBARANES DE VENTA,,84.10,212.09 €,Distribution b2b,,3/2/2025,Juntos house,6805
,2024,11  Noviembre,11/19/2024,FVA,ALBARANES DE VENTA,,230.70,531.30 €,Distribution b2b,,3/3/2025,Distribution b2b,-185
,2024,11  Noviembre,11/19/2024,CR1T,Factura simplificada CR1T,,419.33,"2,411.32 €",Picadeli,,3/3/2025,Juntos Products,37
,2024,11  Noviembre,11/19/2024,FVJ,FACTURA DE VENTA JUNTOS,,4.08,13.98 €,Distribution b2b,,3/3/2025,Juntos house,136
,2024,11  Noviembre,11/19/2024,FVR,FACTURAS RECTIFICATIVAS VENTA,,-4.08,-13.98 €,Distribution b2b,,3/3/2025,Picadeli,2860
,2024,11  Noviembre,11/19/2024,FT1G,Tiquet FT1G,,21.00,135.09 €,Tasting place,,3/4/2025,Distribution b2b,248
,2024,11  Noviembre,11/19/2024,FS1T,Factura simplificada FS1T,,43.75,220.14 €,Juntos farm shop,,3/4/2025,Juntos Products,48
,2024,11  Noviembre,11/20/2024,FT1X,Abono tiquet FT1X,,-2.00,-7.27 €,Tasting place,,3/4/2025,Juntos farm shop,360
,2024,11  Noviembre,11/20/2024,CVR,FACTURAS DE ABONO DE VENTA,,-21.00,-53.45 €,Picadeli,,3/4/2025,Picadeli,2796
,2024,11  Noviembre,11/20/2024,FVM,FACTURAS DE VENTA MERCADOS,,25.40,185.63 €,Distribution b2b,,3/4/2025,Tasting place,198
,2024,11  Noviembre,11/20/2024,FVA,ALBARANES DE VENTA,,99.78,332.10 €,Distribution b2b,,3/5/2025,Distribution b2b,440
,2024,11  Noviembre,11/20/2024,CR1T,Factura simplificada CR1T,,445.20,"2,839.37 €",Picadeli,,3/5/2025,Juntos Products,44
,2024,11  Noviembre,11/20/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,2.00,31.82 €,Juntos boutique,,3/5/2025,Juntos farm shop,529
,2024,11  Noviembre,11/20/2024,FS1T,Factura simplificada FS1T,,49.35,367.82 €,Juntos farm shop,,3/5/2025,Juntos house,2037
,2024,11  Noviembre,11/20/2024,CVF,FACTURAS DE VENTA,,21.00,53.45 €,Picadeli,,3/5/2025,Picadeli,2601
,2024,11  Noviembre,11/20/2024,JVM,FACTURA DE VENTA MERCADO,,1.00,21.49 €,Juntos Products,,3/5/2025,Tasting place,97
,2024,11  Noviembre,11/20/2024,AR3G,Tiquet AR3G,,172.00,"2,458.24 €",Juntos house,,3/6/2025,Distribution b2b,239
,2024,11  Noviembre,11/20/2024,FT1G,Tiquet FT1G,,29.00,148.06 €,Tasting place,,3/6/2025,Juntos Products,312
,2024,11  Noviembre,11/21/2024,FT1G,Tiquet FT1G,,37.00,250.00 €,Tasting place,,3/6/2025,Juntos farm shop,274
,2024,11  Noviembre,11/21/2024,CR1T,Factura simplificada CR1T,,409.77,"2,409.98 €",Picadeli,,3/6/2025,Juntos house,1322
,2024,11  Noviembre,11/21/2024,AR3G,Tiquet AR3G,,112.50,"1,778.36 €",Juntos house,,3/6/2025,Picadeli,2737
,2024,11  Noviembre,11/21/2024,FS1T,Factura simplificada FS1T,,60.96,312.29 €,Juntos farm shop,,3/6/2025,Tasting place,307
,2024,11  Noviembre,11/21/2024,FVA,ALBARANES DE VENTA,,122.35,409.61 €,Distribution b2b,,3/7/2025,Distribution b2b,444
,2024,11  Noviembre,11/21/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,6.00,261.16 €,Juntos boutique,,3/7/2025,Juntos farm shop,359
,2024,11  Noviembre,11/22/2024,FT1G,Tiquet FT1G,,27.00,209.09 €,Tasting place,,3/7/2025,Juntos house,5063
,2024,11  Noviembre,11/22/2024,CR1T,Factura simplificada CR1T,,426.81,"2,541.04 €",Picadeli,,3/7/2025,Picadeli,2737
,2024,11  Noviembre,11/22/2024,FS1F,Factura de venta FS1F,,2.00,7.27 €,Juntos farm shop,,3/7/2025,Tasting place,269
,2024,11  Noviembre,11/22/2024,FVA,ALBARANES DE VENTA,,251.30,640.44 €,Distribution b2b,,3/8/2025,Juntos farm shop,969
,2024,11  Noviembre,11/22/2024,FS1T,Factura simplificada FS1T,,37.85,319.83 €,Juntos farm shop,,3/8/2025,Juntos house,5819
,2024,11  Noviembre,11/22/2024,AR3G,Tiquet AR3G,,122.00,"2,133.64 €",Juntos house,,3/8/2025,Picadeli,1540
,2024,11  Noviembre,11/22/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,9.00,581.59 €,Juntos boutique,,3/8/2025,Tasting place,3931
,2024,11  Noviembre,11/23/2024,CR1T,Factura simplificada CR1T,,225.29,"1,310.94 €",Picadeli,,3/9/2025,Juntos house,3239
,2024,11  Noviembre,11/23/2024,FVM,FACTURAS DE VENTA MERCADOS,,386.95,"3,126.84 €",Distribution b2b,,3/10/2025,Distribution b2b,310
,2024,11  Noviembre,11/23/2024,AR3G,Tiquet AR3G,,340.00,"4,572.82 €",Juntos house,,3/10/2025,Juntos Products,34
,2024,11  Noviembre,11/23/2024,FS1T,Factura simplificada FS1T,,102.36,745.84 €,Juntos farm shop,,3/10/2025,Picadeli,2835
,2024,11  Noviembre,11/23/2024,JVM,FACTURA DE VENTA MERCADO,,1.00,19.83 €,Juntos Products,,3/11/2025,Distribution b2b,609
,2024,11  Noviembre,11/23/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,5.00,90.17 €,Juntos boutique,,3/11/2025,Juntos Products,103
,2024,11  Noviembre,11/24/2024,AR3G,Tiquet AR3G,,389.00,"5,271.27 €",Juntos house,,3/11/2025,Juntos farm shop,170
,2024,11  Noviembre,11/24/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,22.00,756.03 €,Juntos boutique,,3/11/2025,Picadeli,2316
,2024,11  Noviembre,11/25/2024,JVF,FACTURAS DE VENTA,,2.00,37.25 €,Juntos Products,,3/11/2025,Tasting place,597
,2024,11  Noviembre,11/25/2024,FVA,ALBARANES DE VENTA,,58.60,143.58 €,Distribution b2b,,3/12/2025,Distribution b2b,386
,2024,11  Noviembre,11/25/2024,CR1T,Factura simplificada CR1T,,434.31,"2,681.86 €",Picadeli,,3/12/2025,Juntos Products,282
,2024,11  Noviembre,11/26/2024,FVA,ALBARANES DE VENTA,,96.05,370.44 €,Distribution b2b,,3/12/2025,Juntos farm shop,188
,2024,11  Noviembre,11/26/2024,FT1X,Abono tiquet FT1X,,-3.00,-32.73 €,Tasting place,,3/12/2025,Juntos house,3339
,2024,11  Noviembre,11/26/2024,FT1G,Tiquet FT1G,,27.00,173.82 €,Tasting place,,3/12/2025,Picadeli,2269
,2024,11  Noviembre,11/26/2024,FS1T,Factura simplificada FS1T,,36.02,250.33 €,Juntos farm shop,,3/12/2025,Tasting place,286
,2024,11  Noviembre,11/26/2024,CR1T,Factura simplificada CR1T,,362.93,"2,053.17 €",Picadeli,,3/13/2025,Distribution b2b,187
,2024,11  Noviembre,11/27/2024,FVM,FACTURAS DE VENTA MERCADOS,,10.30,98.79 €,Distribution b2b,,3/13/2025,Juntos farm shop,342
,2024,11  Noviembre,11/27/2024,AR3G,Tiquet AR3G,,74.50,"1,026.55 €",Juntos house,,3/13/2025,Juntos house,4975
,2024,11  Noviembre,11/27/2024,FT1G,Tiquet FT1G,,17.00,114.73 €,Tasting place,,3/13/2025,Picadeli,2307
,2024,11  Noviembre,11/27/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,3.00,257.02 €,Juntos boutique,,3/13/2025,Tasting place,264
,2024,11  Noviembre,11/27/2024,FVA,ALBARANES DE VENTA,,122.50,259.39 €,Distribution b2b,,3/14/2025,Distribution b2b,849
,2024,11  Noviembre,11/27/2024,CR1T,Factura simplificada CR1T,,386.95,"2,468.12 €",Picadeli,,3/14/2025,Juntos Products,187
,2024,11  Noviembre,11/27/2024,FS1T,Factura simplificada FS1T,,30.34,191.81 €,Juntos farm shop,,3/14/2025,Juntos farm shop,402
,2024,11  Noviembre,11/28/2024,CR1T,Factura simplificada CR1T,,355.39,"1,980.02 €",Picadeli,,3/14/2025,Juntos house,2436
,2024,11  Noviembre,11/28/2024,FT1G,Tiquet FT1G,,22.00,144.18 €,Tasting place,,3/14/2025,Picadeli,2341
,2024,11  Noviembre,11/28/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,1.00,41.32 €,Juntos boutique,,3/14/2025,Tasting place,325
,2024,11  Noviembre,11/28/2024,AR3I,Invitaciones AR3I,,8.00,0.00 €,Juntos house,,3/15/2025,Juntos Products,117
,2024,11  Noviembre,11/28/2024,FVA,ALBARANES DE VENTA,,130.25,449.25 €,Distribution b2b,,3/15/2025,Juntos farm shop,722
,2024,11  Noviembre,11/28/2024,FS1T,Factura simplificada FS1T,,21.79,86.82 €,Juntos farm shop,,3/15/2025,Juntos house,4131
,2024,11  Noviembre,11/28/2024,AR3G,Tiquet AR3G,,88.00,"1,052.09 €",Juntos house,,3/15/2025,Picadeli,1736
,2024,11  Noviembre,11/29/2024,FT1X,Abono tiquet FT1X,,-1.00,-4.55 €,Tasting place,,3/15/2025,Tasting place,2320
,2024,11  Noviembre,11/29/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,5.00,109.92 €,Juntos boutique,,3/16/2025,Juntos house,5486
,2024,11  Noviembre,11/29/2024,FT1G,Tiquet FT1G,,42.00,317.45 €,Tasting place,,3/17/2025,Distribution b2b,470
,2024,11  Noviembre,11/29/2024,CR1T,Factura simplificada CR1T,,360.24,"2,101.63 €",Picadeli,,3/17/2025,Juntos Products,41
,2024,11  Noviembre,11/29/2024,FS1T,Factura simplificada FS1T,,13.00,97.31 €,Juntos farm shop,,3/17/2025,Picadeli,2779
,2024,11  Noviembre,11/29/2024,AR3G,Tiquet AR3G,,132.00,"2,203.50 €",Juntos house,,3/18/2025,Distribution b2b,450
,2024,11  Noviembre,11/29/2024,FVS,FACTURAS VENTA SIMPLIFICADAS,,2.00,131.82 €,Distribution b2b,,3/18/2025,Juntos Products,181
,2024,11  Noviembre,11/29/2024,CVF,FACTURAS DE VENTA,,60.00,654.55 €,Picadeli,,3/18/2025,Juntos farm shop,322
,2024,11  Noviembre,11/29/2024,FVA,ALBARANES DE VENTA,,92.40,290.51 €,Distribution b2b,,3/18/2025,Picadeli,2627
,2024,11  Noviembre,11/30/2024,CVR,FACTURAS DE ABONO DE VENTA,,-126.37,-875.95 €,Picadeli,,3/18/2025,Tasting place,317
,2024,11  Noviembre,11/30/2024,FVQ,FACTURA VENTA SERVICIOS,,70.00,"1,878.40 €",Distribution b2b,,3/19/2025,Distribution b2b,622
,2024,11  Noviembre,11/30/2024,AR3I,Invitaciones AR3I,,12.00,0.00 €,Juntos house,,3/19/2025,Juntos Products,264
,2024,11  Noviembre,11/30/2024,AR3X,Abono tiquet AR3X,,-37.00,-453.82 €,Juntos house,,3/19/2025,Juntos farm shop,327
,2024,11  Noviembre,11/30/2024,AR3G,Tiquet AR3G,,173.50,"2,533.09 €",Juntos house,,3/19/2025,Juntos house,3575
,2024,11  Noviembre,11/30/2024,FT1X,Abono tiquet FT1X,,-6.00,-49.09 €,Tasting place,,3/19/2025,Picadeli,3037
,2024,11  Noviembre,11/30/2024,AR3F,Factura AR3F,,38.00,453.82 €,Juntos house,,3/19/2025,Tasting place,759
,2024,11  Noviembre,11/30/2024,CR1T,Factura simplificada CR1T,,266.87,"1,679.96 €",Picadeli,,3/20/2025,Distribution b2b,549
,2024,11  Noviembre,11/30/2024,FVM,FACTURAS DE VENTA MERCADOS,,164.80,"2,033.24 €",Distribution b2b,,3/20/2025,Juntos Products,230
,2024,11  Noviembre,11/30/2024,FVJ,FACTURA DE VENTA JUNTOS,,103.55,"1,171.72 €",Distribution b2b,,3/20/2025,Juntos farm shop,232
,2024,11  Noviembre,11/30/2024,FVR,FACTURAS RECTIFICATIVAS VENTA,,-62.88,-812.67 €,Distribution b2b,,3/20/2025,Juntos house,1451
,2024,11  Noviembre,11/30/2024,CVF,FACTURAS DE VENTA,,126.37,875.95 €,Picadeli,,3/20/2025,Picadeli,2538
,2024,11  Noviembre,11/30/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,5.00,402.48 €,Juntos boutique,,3/20/2025,Tasting place,600
,2024,11  Noviembre,11/30/2024,FT1G,Tiquet FT1G,,76.00,504.71 €,Tasting place,,3/21/2025,Distribution b2b,739
,2024,11  Noviembre,11/30/2024,FS1T,Factura simplificada FS1T,,167.34,"1,035.38 €",Juntos farm shop,,3/21/2025,Juntos Products,25
,2024,12  Diciembre,12/1/2024,FVQ,FACTURA VENTA SERVICIOS,,10.00,216.30 €,Distribution b2b,,3/21/2025,Juntos farm shop,445
,2024,12  Diciembre,12/1/2024,AR3G,Tiquet AR3G,,254.50,"3,538.65 €",Juntos house,,3/21/2025,Juntos house,2900
,2024,12  Diciembre,12/1/2024,JVF,FACTURAS DE VENTA,,13.00,273.71 €,Juntos Products,,3/21/2025,Picadeli,2040
,2024,12  Diciembre,12/1/2024,AVB,FACTURAS DE VENTA BOUTIQUE,,3.00,60.50 €,Juntos boutique,,3/21/2025,Tasting place,827
,2024,12  Diciembre,12/2/2024,FVA,ALBARANES DE VENTA,,87.20,252.60 €,Distribution b2b,,3/22/2025,Distribution b2b,1588
,2024,12  Diciembre,12/2/2024,CR1T,Factura simplificada CR1T,,458.74,"2,872.98 €",Picadeli,,3/22/2025,Juntos Products,113
,2024,12  Diciembre,12/3/2024,FS1T,Factura simplificada FS1T,,51.81,330.75 €,Juntos farm shop,,3/22/2025,Juntos farm shop,1075
,2024,12  Diciembre,12/3/2024,FT1X,Abono tiquet FT1X,,-1.00,-5.09 €,Tasting place,,3/22/2025,Juntos house,3607
,2024,12  Diciembre,12/3/2024,CVF,FACTURAS DE VENTA,,3.49,41.21 €,Picadeli,,3/22/2025,Picadeli,2652
,2024,12  Diciembre,12/3/2024,FVA,ALBARANES DE VENTA,,140.45,316.13 €,Distribution b2b,,3/22/2025,Tasting place,2028
,2024,12  Diciembre,12/3/2024,CR1T,Factura simplificada CR1T,,358.02,"2,169.27 €",Picadeli,,3/23/2025,Juntos house,5572
,2024,12  Diciembre,12/3/2024,FT1G,Tiquet FT1G,,25.00,147.45 €,Tasting place,,3/24/2025,Distribution b2b,362
,2024,12  Diciembre,12/4/2024,CR1T,Factura simplificada CR1T,,391.56,"2,414.52 €",Picadeli,,3/24/2025,Juntos Products,70
,2024,12  Diciembre,12/4/2024,FVM,FACTURAS DE VENTA MERCADOS,,14.31,118.27 €,Distribution b2b,,3/24/2025,Picadeli,3022
